,0
52,US threatens trade war with Britain over digital tax for US tech giants: Treasury Secretary Steven Mnuchin warns of tariffs on UK car makers after Sajid Javid pledges to target Google and Facebook
53,"Chinese restaurant faces closure after 30 years following complaints from leading judge, 64, and wife over cooking smells wafting into their £525,000 home they bought three years ago"
54,Irish mob boss 'who was due to be delivered the severed head of hacked up teenager flees to Britain' as 40 people linked to feud 'go to ground' over fears they could be shot
55,'We were told to ring NHS 111 if we feel ill… that's it!' Passengers arriving at Heathrow say they were just given a leaflet and waved through despite fears over spread of deadly coronavirus
56,'Lost' LS Lowry painting that was in the hands of a pioneering DNA researcher for 70 years sells for £2.6m after coming to light when owner died
57,Dangerous criminals will be kept in prison for longer under new proposals unveiled by ministers
58,New York City votes to BAN cashless businesses because it is 'elitist' and 12% of residents don't have bank accounts
59,Monkeys kill AGAIN in India as rogue primate chases a woman off a roof to her death while she was hanging out washing
60,Utah bans harmful 'conversion therapy' for LGBTQ children giving boost to campaigners in other conservative states
61,"Revealed: How Jeffrey Epstein used private jets, helicopters and boats to ferry girls as young as ELEVEN to his Caribbean island as one victim reveals he kept a gun taped to his bedpost"
62,270 dogs which had their vocal cords CUT by illegal dog breeders to stop them barking and giving away their hideaway are rescued in Spain
63,Peru will use DRONES to monitor Machu Picchu after tourists defecated in a sacred temple at the world-famous Inca citadel
64,Albino elephant is left with facial scars like Joker after she was caught in a barbaric snare for four days in South Africa
65,Iranian economics student attending university in Boston is deported DESPITE judge's order allowing him to stay
