,0
34,Coronavirus fears hit Birmingham as facemask-wearing patient is escorted into an ambulance by a medic in a hazmat suit and two paramedics with NO protective clothing
35,Brexiteer fury as EU demands its own Strasbourg judges have final say on any EU trade-deal disputes with Britain
36,"Jo Brand's joke on BBC Radio 4 about throwing acid at politicians after Nigel Farage milkshake attacks was 'unlikely to incite crime', rules Ofcom as it says no action will be taken over complaints"
37,Harry Dunn's father praises 'promising' meeting with MP Andrea Leadsom who expresses 'disappointment' to US ambassador after Anne Sacoolas' deportation over car crash is blocked
38,"Megxit was a cover-up to hide the truth about ME, claims builder as he launches legal bid to 'prove' he's Charles and Camilla's secret love child... despite being laughed out of court THREE times"
39,Shocking moment shrieking woman climbs over counter at Burger King six miles from KFC restaurant where 'chicken-wire' cage has been erected to protect staff
40,Thugs attack each other with crutches and a 'granny' shopping trolley as vicious fight breaks at a London market (but some people are more disturbed by one brawler's low-slung trousers)
41,"Pharmacy worker, 40, who sold £2million worth of prescription medication to drug dealers is jailed for six years"
42,'You wished old people dead because they voted Brexit': Piers Morgan blasts Remainer Terry Christian over controversial tweet as GMB descends into shouting match
43,Up to FIVE INCHES of snow will dump down on Scotland after icy blast turned parts of the country white as ice warnings are issued for northern England with temperatures set to hit -10C in coldest night of winter so far
44,Keir Starmer says his mother-in-law's condition is 'awful' after suffering 'very bad accident' - as he returns to Labour leadership campaign trail
45,UK economy 'will bounce thanks to Brexit clarity': Economists upgrade growth forecasts with just FOUR DAYS until the country legally leaves the EU - but say the nation needs smooth trade talks with Brussels in order to 'kick on'
46,"Dramatic picture shows fire engulfing Kobe Bryant's helicopter after it crashed killing the NBA star, his daughter and seven others as it's revealed pilot said he was climbing to avoid CLOUDS in final message"
47,"Employers must crack down on sports chat in the workplace because it 'excludes women and encourages laddish behaviour', management expert claims"
48,"Police officer, 47, is killed in 'single vehicle crash' on the M6 in Cumbria"
49,"Almost one-fifth of deaths in British cities is linked to air pollution, new report suggests"
50,Gone with the wind! Kate Middleton still looks poised as she battles with the elements in a D&G tweed skirt suit on visit to Evelina London Children's Hospital
51,Corrie star Neville Buswell who played womaniser Ray Langton dies at 77
52,"Queen is 'mindful of the significance' of the Sussexes' departure on the future of the monarchy but is 'dealing with a much-loved grandson in crisis', royal expert Penny Junor says"
53,"Manager at firm that made the Grenfell cladding warned colleagues it was 'dangerous' and 'should have been discontinued a decade ago' six years before tragedy killed 72, inquiry hears"
54,"'It's time to do the right thing, Andrew': Lawyer for Jeffrey Epstein's victims slams Prince after the Royal was sensationally shamed in public by New York prosecutors for failing to help investigation"
55,"Serial nail-biter, 48, is left fighting for his life in hospital after getting blood poisoning from nibbling on his index finger"
56,The teenager who collapses whenever she LAUGHS: Narcoleptic 15-year-old suffers sudden muscle paralysis if she giggles
57,"Single mother, 26, is banned from the roads for driving three times over the limit as judge said she could 'barely walk straight let alone drive straight' after bingeing on gin and tonic"
58,Now German man catches the deadly coronavirus WITHOUT going to China: Europe records its first case of human-to-human transmission as Hong Kong BANS travel to the mainland and Australian celebrity hotel goes into lockdown amid worldwide fears
59,Fears a fifth person in Australia has contracted coronavirus after a 21-year-old Sydney woman falls ill - as authorities scramble to evacuate 100 Aussie kids trapped in 'ground zero'
60,Researchers will likely start testing in April for the first of a number of potential experimental vaccines against the SARS-like coronavirus that is spreading in China and beyond
61,"More boots on the ground in Wuhan: Mask-wearing soldiers roll into locked-down city with 14,000 hazmat suits as part of huge operation to build two hospitals and contain deadly outbreak"
62,British embassy in China tells 300 ex-pats stuck in coronavirus-hit Wuhan to 'contact us by 11am tomorrow if you want to come home' as evacuation mission moves one step closer
63,One dead and several injured after a bus carrying Covington Catholic High School students on the way back from the March for Life rally in DC collides with 'wrong-way' driver
64,"Jews could flee Germany on a 'massive' scale unless urgent action is taken against anti-Semitism, says foreign minister"
65,"Adam Schiff accuses Donald Trump of threatening him after the president said the Democrat has 'not paid the price, yet' for spearheading impeachment efforts and slammed him for being a 'very sick man'"
