,0
21,Hooray Henry! Booker Prize-winning book Wolf Hall is voted Britain's favourite historical novel
22,"More than two-thirds of people earning over £100,000 are unhappy and have 'significant' problems in their relationships, survey finds"
23,Union boss in 'slavery' jibe over plans to force staff to provide a basic service during strikes
24,Revealed: Man accused of repeatedly raping British and Brazillian sex slaves he kept hostage in the Algarve is a convicted killer who was jailed in Canada over violent armed robbery
25,Boris Johnson condemns Vladimir Putin over 'brazen' Salisbury attack and warns relations cannot be 'normal' until Russia stops 'threatening' the UK's security in bruising talks
26,"Home coming! More than 25,000 pigeon-fanciers flock to British festival where 2,000 racing birds are on show and prize fliers can fetch up to £10,000"
27,Ministers do battle over £2billion Stonehenge tunnel as Treasury 'complains it is not worth the money'
28,"Fox in the hen house: Three of Hollywood's top actresses have laid bare on screen how former Fox News boss Roger Ailes bullied, belittled and sexually abused a string of female presenters, writes TOM LEONARD"
29,"Housing market sees average asking price leap by £6,000 because of 'Boris bounce' after general election"
30,Social media and too much work are blamed as survey reveals more than HALF of us feel lonely because we don't socialise enough
31,"RAF plans £100m fighter jet that can fly at more than 4,000mph and be controlled by virtual reality helmet"
32,Major new Mayflower exhibition will depict Pilgrim Fathers as 'takers not founders' as it recognises impact they had on Native Americans to mark historic voyage's 400th anniversary
33,'He must be KNACKERED!': Pret boss is mocked on Twitter over food chain's grand bid to mark his 16 years at the helm with creamy new dessert called... 'Clive's Passion Pot'
34,Labour leadership hopeful Rebecca Long-Bailey calls British press racist over Meghan Markle - but Tory chairman James Cleverly and Home Secretary Priti Patel both rubbish idea
35,Crime scene footage being recorded by man when he was pushed to the ground by a police officer is revealed for the first time
36,Pictured: British sisters aged 17 and 25 who were found dead 'after a bathroom gas leak' in Pakistan
37,Prince Harry and Meghan Markle will KEEP their HRH titles but have 'agreed NOT to use them' after Megxit (but they are still using it on their website)
38,'She'll tackle any voiceover - just not Scar': Moment Prince Harry tells Lion King director Jon Favreau his wife is available for work - as Meghan jokes 'That's really why we're here - to pitch!'
39,Two of baby Archie's secret godparents are revealed as Prince Harry's childhood mentors: Former nanny and 'second father' who both supported him after his mother's death were 'asked before christening'
40,"George Orwell's wife wanted him to have sex with an old flame twice a year 'just to keep him happy', new letters reveal"
41,Actors union Equity brands Laurence Fox a 'disgrace' and calls for the industry to 'unequivocally denounce' him over Question Time Megxit comments - then deletes tweets blaming 'two rogue members'
42,"Pictured: Mother-of-two, 33, who plunged seven floors to her death - as police launch murder investigation and arrest 52-year-old man"
43,Married policeman slept with missing 16-year-old girl at his home while his fellow officers were searching for her - then begged her to keep affair secret
44,Revealed: Quaker oats were 'packaged by SLAVES in same Chinese jail where inmates made Tesco Christmas cards'
45,"Police grow 'increasingly concerned' for missing girl, 14, who was last seen in Hull street wearing pink pyjamas"
46,Hunt is launched for man who stabbed 10-year-old boy in the street in front of his mother
47,Frost in transmission! Britain suffers 'coldest night of winter' so far with -7C chill... as highest pressure recording since 1957 could knock out TV signal for millions tonight and make your ears POP
48,"'My mum paid £15,000 for my dream wedding... then had a BABY with my husband nine months later': Daughter, 34, tells how she can never forgive mother, 53, after ultimate betrayal and heartbreak at seeing her marry ex, 35,"
49,Last surviving hero from WWII Glider Pilot Regiment who dropped Allied troops behind enemy lines during D-Day and Sicily invasion dies aged 100
50,"The rise of 'woke coke': Drug dealers are targeting middle-aged, middle-class users with 'ethically sourced' and 'conflict free' cocaine"
51,Schoolboy's incredible recovery four years after grandmother had seizure at wheel leading to horror car crash that left his SKULL exposed
52,Jeremy Corbyn 'nominates John Bercow for peerage' after Boris Johnson vowed the ex-Speaker would NOT get seat in the Lords
53,Ministers secretly restart NO DEAL Brexit plans amid fears trade talks with Brussels will collapse
54,House of Lords could be moved to YORK as Boris Johnson 'reconnects with the country' and shifts power to Tories' new northern heartlands
55,Boris Johnson enjoys honeymoon with voters as poll shows Tories 17 POINTS ahead of Labour - amid warnings picking wrong successor to Jeremy Corbyn could doom the party
56,Labour hopeful Jess Phillips swipes that favourite Keir Starmer should 'pass the mic' and quit leadership battle so a woman can win
57,Boris Johnson brands 'proxy' war in Libya a 'disgrace' at Berlin summit as he says UK could send peacekeepers if a real ceasefire emerges
58,REVEALED: Cabinet Minister's secret plot to stop Big Ben bongs for Brexit
59,Rebecca Long-Bailey's leadership bid is thrown into fresh turmoil as she clashes with aide over her 'regressive' abortion views
60,"ANDREW ROBERTS: Having lost its fourth General Election in a row, there is only one thing the Labour party can do now - abolish itself"
61,HARRY COLE: 'Young Trot' Sir Keir Starmer spent the 1980s campaigning AGAINST the minimum wage
62,Pictured: Labour leadership hopeful Lisa Nandy posing NAKED in bed with another woman for a racy photostrip story offering sex advice to students
63,Russian Vogue model who fell from third-floor window claims it was an accident and hits back at fellow catwalk star who suggests there was foul play and a 'cover up'
64,Vladimir Putin tries to re-write history by downplaying 1938 Nazi-Soviet pact while blaming the West for appeasing Hitler
65,"Broken mother's desperate plea after her son, 17, was run over and killed by his best mate while trying to jump onto his ute in a stunt gone wrong"
66,Dutch Trump supporter who texted Republican candidate the location of US Ambassador Marie Yovanovitch says messages were 'ridiculous banter' and denies having her under surveillance
67,Japanese fashion brand Comme des Garcons is accused of cultural appropriation after using white catwalk models with cornrow wigs
68,Balinese taxi driver who was bashed by an Aussie tradie demands to meet the 23-year-old to see if he is 'really remorseful' before signing peace agreement
69,Pediatrician gets DEATH THREATS after posting a pro-vaccination video on TikTok reassuring young people that they don't cause autism
70,EXCLUSIVE: Terrified prisoner families are being forced by feared outlaw bikie gang Hells Angels to pay $190 a week in organised protection racket to keep their loved ones safe behind bars
